title,stack,url
Senior Full-Stack Developer,"Python,Django,JavaScript,React",https://djinni.co/jobs/604070-senior-full-stack-developer/
Python/C++ Developer,Python,https://djinni.co/jobs/603952-python-c-developer/
Full-stack Python developer,"Python,Django,MySQL,Mongo,PostgreSQL,Flask,SQL,HTML,CSS,NoSQL",https://djinni.co/jobs/603931-full-stack-python-developer/
Middle Python Engineer,Python,https://djinni.co/jobs/604107-middle-python-engineer/
Senior Data Engineer (Fintech),"Python,SQL,Kafka,NoSQL",https://djinni.co/jobs/595312-senior-data-engineer-fintech-/
Senior Python Developer (AI Domain),"Python,Django,Redis,PostgreSQL,SQL,REST Api,Celery,Django Rest Framework",https://djinni.co/jobs/603610-senior-python-developer-ai-domain-/
Backend Developer,"Python,Django,DRF,PostgreSQL,SQL,Git,Celery,Docker,OOP,Angular",https://djinni.co/jobs/603711-backend-developer/
Senior Python Engineer,Python,https://djinni.co/jobs/604108-senior-python-engineer/
Python Developer,"Python,Django,DRF,Mongo,PostgreSQL,SQL,REST Api,Celery,Docker",https://djinni.co/jobs/518389-python-developer/
Senior Delphi + Python Developer,"Python,MySQL,SQL,OOP,NoSQL",https://djinni.co/jobs/603822-senior-delphi-python-developer/
Python (Flask) Developer,"Python,Mongo,Redis,Flask,Docker,OOP",https://djinni.co/jobs/603248-python-flask-developer/
Data Engineer (Python),"Python,Django,SQL,Docker,JavaScript,Linux",https://djinni.co/jobs/603142-data-engineer-python-/
Pyton Developer 4+ years exp,"Python,Django,Redis,FastApi,SQL,REST Api,Celery,AWS,Docker,SQLAlchemy,Linux",https://djinni.co/jobs/603425-pyton-developer-4-years-exp/
Tech Lead (Python),"Python,Mongo,Redis,Flask,FastApi,SQL,Celery,OOP,Kafka,Kubernetes,NoSQL",https://djinni.co/jobs/564601-tech-lead-python-/
Back-end Developer (Python),"Python,MySQL,SQL,Git,AWS,NoSQL",https://djinni.co/jobs/603607-back-end-developer-python-/
Python Developer for US Startup,"Python,Django,PostgreSQL,Flask,SQL,AWS,Django Rest Framework",https://djinni.co/jobs/603113-python-developer-for-us-startup/
Senior Python Developer,"Python,Django,MySQL,PostgreSQL,Flask,FastApi,SQL,REST Api,Celery,AWS,Docker,JavaScript,HTML,CSS,SQLAlchemy,Kubernetes",https://djinni.co/jobs/603442-senior-python-developer/
Senior QA Python Automation Engineer,"Python,Git,Jira,OOP,Linux",https://djinni.co/jobs/603493-senior-qa-python-automation-engineer/
Full-stack (Python+React) Engineer,"Python,Django,Flask,Git,AWS,Docker,Bootstrap,JavaScript,Angular,React",https://djinni.co/jobs/603329-full-stack-python-react-engineer/
Senior Python Developer,"Python,FastApi,AWS",https://djinni.co/jobs/603451-senior-python-developer/
Senior Full Stack Engineer (Python+React/Vue),"Python,Django,Flask,SQL,Git,Celery,Docker,React,Vue,NoSQL",https://djinni.co/jobs/603579-senior-full-stack-engineer-python-react-vue-/
Python Engineer,"Python,Django,React",https://djinni.co/jobs/473617-python-engineer/
Senior Artificial Intelligence Consultant,Python,https://djinni.co/jobs/603458-senior-artificial-intelligence-consultant/
AI / ML Engineer,"Python,AWS,JavaScript,OOP",https://djinni.co/jobs/603545-ai-ml-engineer/
